from	to	amount
BEL	FRA	57443617420
BEL	G-20	404289975565
BEL	G-7	236116336712
BEL	GBR	23707448896
BEL	GRC	1829964860
BEL	HUN	2454586481
BEL	IDN	720616446
BEL	IND	6978627735
BEL	IRL	2784444521
BEL	ISL	143393402
BEL	ISR	2349589777
BEL	ITA	17474849841
BEL	JPN	9970527808
BEL	KOR	3047647725
BEL	LTU	872061476
BEL	LUX	7969497573
BEL	LVA	391626952
BEL	MEX	2022152524
BEL	NLD	65274281086
BEL	NOR	2640030068
BEL	NZL	264835298
BEL	OECD	388013046349
BEL	POL	9985400524
BEL	PRT	2403422275
BEL	RUS	2788923580
BEL	SAU	2220162673
BEL	SVK	1272332042
BEL	SVN	707846468
BEL	SWE	6727567161
BEL	TUR	5483422162
BEL	USA	31367942809
BEL	WLD	462703301901
BEL	ZAF	1588751822
BRA	ARG	15348622912
BRA	AUS	732799213
BRA	AUT	109398244
BRA	BEL	4370779880
BRA	CAN	5382041545
BRA	CHE	1197575679
BRA	CHL	9114560869
BRA	CHN	89718898618
BRA	COL	5059463289
BRA	CRI	542759945
BRA	CZE	50059453
BRA	DEU	6267794136
BRA	DNK	478805774
BRA	ESP	9760700451
BRA	EST	40576782
BRA	FIN	637238806
BRA	FRA	3547999256
BRA	G-20	243385762419
BRA	G-7	68468298383
BRA	GBR	3696671832
BRA	GRC	351559826
BRA	HUN	50207895
BRA	IDN	3108388764
BRA	IND	6340499443
BRA	IRL	300465897
BRA	ISL	271424359
BRA	ISR	1883531876
BRA	ITA	4823398789
BRA	JPN	6603070347
BRA	KOR	6242031435
BRA	LTU	40698105
BRA	LUX	79344961
BRA	LVA	134216184
BRA	MEX	7055353823
BRA	NLD	11910548765
BRA	NOR	1359103927
BRA	NZL	116947191
BRA	OECD	140607912199
BRA	POL	1083489774
BRA	PRT	4274260860
BRA	RUS	1973629407
BRA	SAU	2924845197
BRA	SVK	34136694
BRA	SVN	515949402
BRA	SWE	790502354
BRA	TUR	3551122103
BRA	USA	38147322478
BRA	WLD	334463079195
BRA	ZAF	1725255350
CAN	ARG	250134412
CAN	AUS	2405722818
CAN	AUT	209677503
CAN	BEL	3720006557
CAN	BRA	3127771949
CAN	CHE	2781180404
CAN	CHL	851546749
CAN	CHN	21934237962
CAN	COL	1011113390
CAN	CRI	209506460
CAN	CZE	183299291
CAN	DEU	5543456943
CAN	DNK	253997534
CAN	ESP	2338372979
CAN	EST	21993913
CAN	FIN	511984480
CAN	FRA	3021939005
CAN	G-20	565391800687
CAN	G-7	498286113457
CAN	GBR	14252436592
CAN	GRC	114835779
CAN	HUN	76837990
CAN	IDN	2493736920
CAN	IND	4086567881
CAN	IRL	704338361
CAN	ISL	69623443
CAN	ISR	427050966
CAN	ITA	2180153840
CAN	JPN	13821626643
CAN	KOR	6677625435
CAN	LTU	130384100
CAN	LUX	43997571
CAN	LVA	306315757
CAN	MEX	6971684624
CAN	NLD	4978306492
CAN	NOR	2980544245
CAN	NZL	501586843
CAN	OECD	539762442667
CAN	POL	929789422
CAN	PRT	373468431
CAN	RUS	167978117
CAN	SAU	990869501
CAN	SVK	39115956
CAN	SVN	91225504
CAN	SWE	576954532
CAN	TUR	984241681
CAN	USA	459466500434
CAN	WLD	596868822204
CAN	ZAF	363317903
CHE	ARG	770335156
CHE	AUS	2704773625
CHE	AUT	10814506339
CHE	BEL	5033534134
CHE	BRA	2517969642
CHE	CAN	4290737551
CHE	CHL	370609917
CHE	CHN	44145615629
CHE	COL	593553141
CHE	CRI	237815459
CHE	CZE	2170689286
CHE	DEU	53543457268
CHE	DNK	1238959489
CHE	ESP	10681909834
CHE	EST	292719930
CHE	FIN	715056357
CHE	FRA	21232977949
CHE	G-20	349761220928
CHE	G-7	193161563493
CHE	GBR	13333366453
CHE	GRC	771859490
CHE	HUN	1213455516
CHE	IDN	428997324
CHE	IND	14902657108
CHE	IRL	1396393330
CHE	ISL	78342103
CHE	ISR	1295868239
CHE	ITA	25746589358
CHE	JPN	9830832599
CHE	KOR	3770266075
CHE	LTU	169868500
CHE	LUX	369109247
CHE	LVA	169529262
CHE	MEX	1700771489
CHE	NLD	7186727136
CHE	NOR	750700068
CHE	NZL	247656539
CHE	OECD	278710641200
CHE	POL	3079234757
CHE	PRT	1144730268
CHE	RUS	3168338015
CHE	SAU	5010703171
CHE	SVK	767389746
CHE	SVN	12035241697
CHE	SWE	1898878498
CHE	TUR	12648928236
CHE	USA	65183602315
CHE	WLD	401094580207
CHE	ZAF	646310242
CHL	ARG	913494677
CHL	AUS	228517447
CHL	AUT	33472283
CHL	BEL	769084545
CHL	BRA	4528543715
CHL	CAN	1442415965
CHL	CHE	904967160
CHL	CHN	38424404714
CHL	COL	928560801
CHL	CRI	297219710
CHL	CZE	23449093
CHL	DEU	908240842
CHL	DNK	137968935
CHL	ESP	1369139865
CHL	EST	10731830
CHL	FIN	72847978
CHL	FRA	1021792995
CHL	G-7	25781025601
CHL	GBR	636101028
CHL	GRC	47866101
CHL	IDN	199228710
CHL	IND	1258158633
CHL	IRL	62786822
CHL	ISL	2909777
CHL	ISR	113492557
CHL	ITA	666258535
CHL	JPN	7491878047
CHL	KOR	6053745911
CHL	LTU	32537357
CHL	LVA	9029702
CHL	MEX	1757166702
CHL	NLD	1921253541
CHL	NOR	58984717
CHL	NZL	76977336
CHL	POL	90852834
CHL	PRT	49324738
CHL	RUS	463257856
CHL	SAU	99948994
CHL	SWE	108151000
CHL	TUR	174841928
CHL	USA	13614338189
CHL	WLD	97534202449
CHL	ZAF	193993308
CHN	ARG	12769006874
CHN	AUS	78827035893
CHN	AUT	5118761046
CHN	BEL	35635134056
CHN	BRA	61969970590
CHN	CAN	53704892083
CHN	CHE	7682844718
CHN	CHL	22520038832
CHN	COL	15600099016
CHN	CRI	2368609459
CHN	CZE	18227387259
CHN	DEU	116226631561
CHN	DNK	10191600679
CHN	ESP	41752008756
CHN	EST	946569700
CHN	FIN	4552942148
CHN	FRA	46143668124
CHN	G-20	2209271200000
CHN	G-7	1104211500000
CHN	GBR	81544681664
CHN	GRC	12988405082
CHN	HUN	10472661157
CHN	IDN	71318138050
CHN	IND	118501522799
CHN	IRL	5725882125
CHN	ISL	311157987
CHN	ISR	16481073879
CHN	ITA	50908035554
CHN	JPN	172927435952
CHN	KOR	162621428186
CHN	LTU	1789749503
CHN	LUX	526282459
CHN	LVA	1025342136
CHN	MEX	77534943659
CHN	NLD	117730967517
CHN	NOR	5191404412
CHN	NZL	9175428209
CHN	OECD	1870077300000
CHN	POL	38163112891
CHN	PRT	5978101967
CHN	RUS	76122649188
CHN	SAU	37990174783
CHN	SVK	4435772395
CHN	SVN	6861226291
CHN	SWE	11396090159
CHN	TUR	34033748511
CHN	USA	582756110047
CHN	WLD	3593601400000
CHN	ZAF	24196441517
CZE	ARG	72666266
CZE	AUS	620366843
CZE	AUT	10712724516
CZE	BEL	5313058794
CZE	BRA	416115967
CZE	CAN	412869309
CZE	CHE	3523618093
CZE	CHL	126768394
CZE	CHN	2687983679
CZE	COL	86100732
CZE	CRI	13183211
CZE	DEU	78748713409
CZE	DNK	2380553173
CZE	ESP	6286291066
CZE	EST	393483327
CZE	FIN	1187301517
CZE	FRA	11085384153
CZE	G-20	223792929636
CZE	G-7	116010990743
CZE	GBR	8698095757
CZE	GRC	615863539
CZE	HUN	8209295686
CZE	IDN	108156651
CZE	IND	1064619203
CZE	IRL	1514740086
CZE	ISL	81828129
CZE	ISR	1150036659
CZE	ITA	9763562979
CZE	JPN	1279063364
CZE	KOR	540762711
CZE	LTU	1025441829
CZE	LUX	351586982
CZE	LVA	382134225
CZE	MEX	905910378
CZE	NLD	8604205104
CZE	NOR	1167795351
CZE	NZL	148690243
CZE	OECD	216904262936
CZE	POL	16888839623
CZE	PRT	923697519
CZE	RUS	1551670221
CZE	SAU	599723991
CZE	SVK	19995840614
CZE	SVN	1195691100
CZE	SWE	3910787215
CZE	TUR	2636675534
CZE	USA	6023301772
CZE	WLD	240192717912
CZE	ZAF	590526227
DEU	ARG	2674455799
DEU	AUS	12574157669
DEU	AUT	86368556258
DEU	BEL	63993124878
DEU	BRA	13653086203
DEU	CAN	13481767054
DEU	CHE	76502096029
DEU	CHL	2936021488
DEU	CHN	113497957220
DEU	COL	2121150054
DEU	CRI	341983576
DEU	CZE	55296062147
DEU	DNK	24294184504
DEU	ESP	51376858171
DEU	EST	2655995891
DEU	FIN	13233700168
DEU	FRA	121874391843
DEU	G-20	1431877700000
DEU	G-7	491630154042
DEU	GBR	77880004353
DEU	GRC	8801746658
DEU	HUN	33507515143
DEU	IDN	3134334709
DEU	IND	15775105997
DEU	IRL	11242158833
DEU	ISL	721496615
DEU	ISR	6336690669
DEU	ITA	91966830732
DEU	JPN	21778661984
DEU	KOR	22713348698
DEU	LTU	5457402076
DEU	LUX	7881895020
DEU	LVA	2586369355
DEU	MEX	17232393848
DEU	NLD	114011841727
DEU	NOR	12053662081
DEU	NZL	1969158213
DEU	OECD	1318107600000
DEU	POL	94393608122
DEU	PRT	11803722275
DEU	RUS	16116444660
DEU	SAU	7134026505
DEU	SVK	17555396454
DEU	SVN	7251190512
DEU	SWE	30666907059
DEU	TUR	28597080613
DEU	USA	164648498076
DEU	WLD	1663513100000
DEU	ZAF	10496396021
DNK	ARG	137378823
DNK	AUS	1018667793
DNK	AUT	852006402
DNK	BEL	2042003394
DNK	BRA	526658686
DNK	CAN	617574718
DNK	CHE	1046373630
DNK	CHL	153747665
DNK	CHN	3656266805
DNK	COL	80193090
DNK	CRI	28412580
DNK	CZE	773780201
DNK	DEU	18676034256
DNK	ESP	2379054157
DNK	EST	346313504
DNK	FIN	2429738891
DNK	FRA	4197688477
DNK	G-20	84650304945
DNK	G-7	38732451984
DNK	GBR	5157868416
DNK	GRC	475578195
DNK	HUN	617941503
DNK	IDN	139236649
DNK	IND	679027718
DNK	IRL	773169247
DNK	ISL	727613991
DNK	ISR	247908975
DNK	ITA	2566122900
DNK	JPN	1389310380
DNK	KOR	884003474
DNK	LTU	540051738
DNK	LUX	114840621
DNK	LVA	407984701
DNK	MEX	451906434
DNK	NLD	7172923928
DNK	NOR	7320854207
DNK	NZL	151221085
DNK	OECD	87473990544
DNK	POL	4542058446
DNK	PRT	410106735
DNK	RUS	333013203
DNK	SAU	454045327
DNK	SVK	338508967
DNK	SVN	142195157
DNK	SWE	11128897521
DNK	TUR	1143482328
DNK	USA	6127852837
DNK	WLD	129390330747
DNK	ZAF	231452883
ESP	ARG	1276770615
ESP	AUS	1717419792
ESP	AUT	2767218638
ESP	BEL	24568196380
ESP	BRA	3722971512
ESP	CAN	2468540208
ESP	CHE	7150329261
ESP	CHL	1893524746
ESP	CHN	8259653084
ESP	COL	1544458535
ESP	CRI	338929093
ESP	CZE	3524213186
ESP	DEU	38386284667
ESP	DNK	2560218304
ESP	EST	339228583
ESP	FIN	1552436686
ESP	FRA	61224295418
ESP	G-20	330605670171
ESP	G-7	179520846984
ESP	GBR	22059145744
ESP	GRC	3142264634
ESP	HUN	2088524227
ESP	IDN	461802990
ESP	IND	1915759860
ESP	IRL	2984303873
ESP	ISL	85338217
ESP	ISR	2283557949
ESP	ITA	32224837669
ESP	JPN	3356412732
ESP	KOR	2215779925
ESP	LTU	561584257
ESP	LUX	360076308
ESP	LVA	318237012
ESP	MEX	5394689160
ESP	NLD	15400359310
ESP	NOR	1607663091
ESP	NZL	303337919
ESP	OECD	318659770058
ESP	POL	8634611017
ESP	PRT	32880438849
ESP	RUS	1365421371
ESP	SAU	3100772163
ESP	SVK	1547551391
ESP	SVN	662615379
ESP	SWE	3594220166
ESP	TUR	7117597186
ESP	USA	19801330546
ESP	WLD	416541415177
ESP	ZAF	1633693772
EST	ARG	38884680
EST	AUS	92290049
EST	AUT	127605434
EST	BEL	308252066
EST	BRA	44490339
EST	CAN	106727631
EST	CHE	281657677
EST	CHL	8618788
EST	CHN	227628598
EST	COL	2594436
EST	CZE	165161045
EST	DEU	1297606005
EST	DNK	689953362
EST	ESP	172840290
EST	FIN	3262190500
EST	FRA	423148226
EST	G-20	19794317935
EST	G-7	4034894282
EST	GBR	511321140
EST	GRC	144691734
EST	HUN	64982731
EST	IDN	3882621
EST	IND	132407618
EST	IRL	24896374
EST	ISL	53390088
EST	ISR	87563731
EST	ITA	269703425
EST	JPN	161883246
EST	KOR	53502005
EST	LTU	1457212249
EST	LUX	3409281
EST	LVA	3075527179
EST	MEX	38304169
EST	NLD	899122753
EST	NOR	792751390
EST	NZL	8666542
EST	POL	622394593
EST	PRT	35858247
EST	RUS	1415600357
EST	SAU	56513589
EST	SVK	45294407
EST	SVN	26195859
EST	SWE	2076565827
EST	TUR	242667704
EST	USA	1264504609
EST	WLD	23324645620
EST	ZAF	13198118
EU28	ARG	10285711623
EU28	AUS	39504767786
EU28	BRA	44025475056
EU28	CAN	48534878077
EU28	CHE	196374766923
EU28	CHL	10894938272
EU28	CHN	237185227003
EU28	COL	8603113167
EU28	CRI	1568479557
EU28	GBR	99859918276
EU28	IDN	9218965601
EU28	IND	48933052074
EU28	ISL	4579682843
EU28	ISR	29852987679
EU28	JPN	72167211114
EU28	KOR	61647410001
EU28	MEX	51047563859
EU28	NOR	68570492874
EU28	NZL	6415380243
EU28	RUS	58090978774
EU28	SAU	32300084893
EU28	TUR	102364210184
EU28	USA	520389237893
EU28	WLD	2425618700000
EU28	ZAF	27136384006
FRA	ARG	960167534
FRA	AUS	3525115430
FRA	AUT	5615843597
FRA	BEL	48714619735
FRA	BRA	4230182155
FRA	CAN	4302928392
FRA	CHE	21666985283
FRA	CHL	1379530404
FRA	CHN	24902915678
FRA	COL	1182277012
FRA	CRI	71678690
FRA	CZE	6226292039
FRA	DEU	84526932138
FRA	DNK	4229142631
FRA	ESP	46717561042
FRA	EST	481924317
FRA	FIN	1916686547
FRA	G-20	507544924775
FRA	G-7	236412653167
FRA	GBR	35193935115
FRA	GRC	3909561238
FRA	HUN	4635048109
FRA	IDN	905084501
FRA	IND	6199311338
FRA	IRL	6837075770
FRA	ISL	316944793
FRA	ISR	2192397674
FRA	ITA	56583360802
FRA	JPN	6703684808
FRA	KOR	6166475573
FRA	LTU	1144211206
FRA	LUX	3383595738
FRA	LVA	555821254
FRA	MEX	3772701419
FRA	NLD	25759996547
FRA	NOR	1863179159
FRA	NZL	560543756
FRA	OECD	481961730187
FRA	POL	14590123390
FRA	PRT	6986276671
FRA	RUS	3304683054
FRA	SAU	4058510986
FRA	SVK	3421512120
FRA	SVN	1466592871
FRA	SWE	6546634301
FRA	TUR	9712728704
FRA	USA	49101811912
FRA	WLD	617815063351
FRA	ZAF	1889154058
GBR	ARG	643136924
GBR	AUS	5446716439
GBR	AUT	3124283925
GBR	BEL	21800316975
GBR	BRA	3098957180
GBR	CAN	7586889942
GBR	CHE	34529013871
GBR	CHL	569210719
GBR	CHN	34642830309
GBR	COL	771734710
GBR	CRI	95895956
GBR	CZE	2608416396
GBR	DEU	41434385979
GBR	DNK	3564591624
GBR	ESP	12013475816
GBR	EST	376621591
GBR	FIN	1802896051
GBR	FRA	30619193281
GBR	G-20	387933821739
GBR	G-7	162591606387
GBR	GRC	1095390365
GBR	HUN	1499204078
GBR	IDN	879192831
GBR	IND	10064606414
GBR	IRL	31762396090
GBR	ISL	459942035
GBR	ISR	2102746007
GBR	ITA	11317992989
GBR	JPN	7241501848
GBR	KOR	6146522745
GBR	LTU	1357103009
GBR	LUX	750466995
GBR	LVA	408645192
GBR	MEX	1639046524
GBR	NLD	44276289022
GBR	NOR	4329358497
GBR	NZL	1079395863
GBR	OECD	371991215695
GBR	POL	7406155927
GBR	PRT	1581307030
GBR	RUS	1307885301
GBR	SAU	4460404002
GBR	SVK	1399506911
GBR	SVN	305185712
GBR	SWE	7133152907
GBR	TUR	7964620326
GBR	USA	64391642348
GBR	WLD	530066460132
GBR	ZAF	2095300405
GRC	ARG	16408534
GRC	AUS	246105089
GRC	AUT	477880721
GRC	BEL	722174350
GRC	BRA	57673159
GRC	CAN	275260125
GRC	CHE	252229806
GRC	CHL	31052079
GRC	CHN	424768591
GRC	COL	22446045
GRC	CRI	4054281
GRC	CZE	426488641
GRC	DEU	3647990509
GRC	DNK	245123652
GRC	ESP	2191724088
GRC	EST	70105446
GRC	FIN	213272996
GRC	FRA	1752528905
GRC	G-20	41628107105
GRC	G-7	16537523253
GRC	GBR	2252228982
GRC	HUN	511297348
GRC	IDN	71875287
GRC	IND	245991626
GRC	IRL	259802831
GRC	ISL	4951855
GRC	ISR	902819309
GRC	ITA	5951760266
GRC	JPN	324754328
GRC	KOR	751705908
GRC	LTU	69945572
GRC	LUX	177248612
GRC	LVA	49549659
GRC	MEX	148422483
GRC	NLD	1251663264
GRC	NOR	137905010
GRC	NZL	33742057
GRC	OECD	30841793095
GRC	POL	959494177
GRC	PRT	351116437
GRC	RUS	162556565
GRC	SAU	576878826
GRC	SVK	202178317
GRC	SVN	575263042
GRC	SWE	388127903
GRC	TUR	2626378864
GRC	USA	2333000138
GRC	WLD	57382322514
GRC	ZAF	123158346
IND	ARG	1202172179
IND	AUS	8264936634
IND	AUT	1064783711
IND	BEL	9745010906
IND	BRA	9679029937
IND	CAN	4258527667
IND	CHE	1340751842
IND	CHL	1199494200
IND	CHN	15144854770
IND	COL	1513868959
IND	CRI	178938120
IND	CZE	1012144574
IND	DEU	10458551971
IND	DNK	949658465
IND	ESP	4812039722
IND	EST	72760192
IND	FIN	465667973
IND	FRA	8065165494
IND	G-20	263038027757
IND	G-7	128566154972
IND	GBR	11226382886
IND	GRC	844797490
IND	HUN	572855523
IND	IDN	9889621295
IND	IRL	607805907
IND	ISL	10951594
IND	ISR	7507323465
IND	ITA	8522894653
IND	JPN	5707398326
IND	KOR	7541192125
IND	LTU	429563186
IND	LUX	35149546
IND	LVA	170396836
IND	MEX	4939358263
IND	NLD	18464419780
IND	NOR	475004968
IND	NZL	564503641
IND	OECD	216675949777
IND	POL	2528262407
IND	PRT	984149535
IND	RUS	2911995540
IND	SAU	10123012722
IND	SVK	188074185
IND	SVN	596951743
IND	SWE	1014247220
IND	TUR	10014732093
IND	USA	80327233975
IND	WLD	453196569089
IND	ZAF	8246455380
IRL	ARG	138429606
IRL	AUS	1641944832
IRL	AUT	444807612
IRL	BEL	18424339237
IRL	BRA	382489611
IRL	CAN	3556831061
IRL	CHE	3452633298
IRL	CHL	116644175
IRL	CHN	13775326293
IRL	COL	157930475
IRL	CRI	67207095
IRL	CZE	1499761049
IRL	DEU	26672083040
IRL	DNK	604778675
IRL	ESP	2841327897
IRL	EST	34307194
IRL	FIN	336022055
IRL	FRA	7598097995
IRL	G-20	204061615962
IRL	G-7	136630389608
IRL	GBR	23236453672
IRL	GRC	404686453
IRL	HUN	459700717
IRL	IDN	96049043
IRL	IND	645808579
IRL	ISL	52379242
IRL	ISR	1108011878
IRL	ITA	4754739207
IRL	JPN	4290424564
IRL	KOR	959565900
IRL	LTU	81079170
IRL	LUX	96246160
IRL	LVA	75426043
IRL	MEX	2292734479
IRL	NLD	14833540858
IRL	NOR	420323203
IRL	NZL	474094761
IRL	OECD	192020300687
IRL	POL	1567875512
IRL	PRT	658005509
IRL	RUS	583514369
IRL	SAU	900909518
IRL	SVK	124598011
IRL	SVN	214385205
IRL	SWE	1089638199
IRL	TUR	855916185
IRL	USA	66521760069
IRL	WLD	219081351001
IRL	ZAF	451661929
ISL	AUS	35060965
ISL	AUT	1714692
ISL	BEL	87998841
ISL	BRA	10196080
ISL	CAN	131752239
ISL	CHE	30254988
ISL	CHL	8549725
ISL	CHN	157707872
ISL	CZE	7931361
ISL	DEU	483722400
ISL	DNK	188605282
ISL	ESP	321361478
ISL	EST	3794924
ISL	FIN	16249072
ISL	FRA	472646104
ISL	G-7	2532484243
ISL	GBR	669799396
ISL	GRC	13730217
ISL	HUN	42705157
ISL	IDN	2141962
ISL	IRL	29055839
ISL	ISR	2508106
ISL	ITA	42239455
ISL	JPN	161148643
ISL	KOR	18993663
ISL	LTU	48224904
ISL	LUX	407426
ISL	LVA	17738474
ISL	MEX	2584367
ISL	NLD	2787924493
ISL	NOR	391913229
ISL	NZL	725727
ISL	POL	140714581
ISL	PRT	113571470
ISL	SVK	13039527
ISL	SWE	51219462
ISL	TUR	21506792
ISL	USA	571176006
ISL	WLD	7402418170
ISL	ZAF	1620428
JPN	ARG	944999112
JPN	AUS	16518611825
JPN	AUT	1347192960
JPN	BEL	7042493229
JPN	BRA	4332297573
JPN	CAN	8631107764
JPN	CHE	4133461070
JPN	CHL	2267395847
JPN	CHN	144618032835
JPN	COL	1356027969
JPN	CRI	459906418
JPN	CZE	2303204456
JPN	DEU	19556420339
JPN	DNK	569129751
JPN	ESP	2686276865
JPN	EST	223553443
JPN	FIN	477391244
JPN	FRA	6419330926
JPN	G-20	506059644577
JPN	G-7	190390175683
JPN	GBR	11037952155
JPN	GRC	339206214
JPN	HUN	1510309859
JPN	IDN	15027583952
JPN	IND	13860892295
JPN	IRL	2502537472
JPN	ISL	70517777
JPN	ISR	1476258526
JPN	ITA	5312472865
JPN	KOR	54223500168
JPN	LTU	92133814
JPN	LUX	663225767
JPN	LVA	33458685
JPN	MEX	10905344063
JPN	NLD	12362450456
JPN	NOR	987366161
JPN	NZL	3002463967
JPN	OECD	327722541326
JPN	POL	4153565285
JPN	PRT	635262094
JPN	RUS	4675075929
JPN	SAU	5047729918
JPN	SVK	138484753
JPN	SVN	206231746
JPN	SWE	1431679420
JPN	TUR	3213724339
JPN	USA	139432891634
JPN	WLD	746745504581
JPN	ZAF	2359087586
LTU	ARG	12685864
LTU	AUS	167078698
LTU	AUT	402541894
LTU	BEL	705133117
LTU	BRA	50518893
LTU	CAN	135810104
LTU	CHE	321266878
LTU	CHL	32012479
LTU	CHN	103195299
LTU	COL	21603871
LTU	CRI	6239801
LTU	CZE	538192512
LTU	DEU	3678896026
LTU	DNK	1058560730
LTU	ESP	675185666
LTU	EST	2659008381
LTU	FIN	834873631
LTU	FRA	1045911274
LTU	G-20	37532999889
LTU	G-7	10050930189
LTU	GBR	1624391876
LTU	GRC	99345769
LTU	HUN	308243112
LTU	IDN	38704595
LTU	IND	75907574
LTU	IRL	231887375
LTU	ISL	88567134
LTU	ISR	113157715
LTU	ITA	967527884
LTU	JPN	109430280
LTU	KOR	120900964
LTU	LUX	55067036
LTU	LVA	5935842272
LTU	MEX	53576177
LTU	NLD	2526342471
LTU	NOR	1140019614
LTU	NZL	22465125
LTU	OECD	35309981971
LTU	POL	4181824126
LTU	PRT	95619867
LTU	RUS	2880410971
LTU	SAU	171811504
LTU	SVK	217694727
LTU	SVN	64625016
LTU	SWE	1919005178
LTU	TUR	663170446
LTU	USA	2488962745
LTU	WLD	46357158366
LTU	ZAF	91398651
LVA	ARG	4498762
LVA	AUS	45104780
LVA	AUT	124796775
LVA	BEL	302860077
LVA	BRA	20165327
LVA	CAN	45505996
LVA	CHE	81453578
LVA	CHL	5971854
LVA	CHN	222544037
LVA	COL	5699027
LVA	CRI	1818155
LVA	CZE	204172577
LVA	DEU	1506963327
LVA	DNK	891482377
LVA	ESP	381928401
LVA	EST	2654246873
LVA	FIN	1059296650
LVA	FRA	468148913
LVA	G-20	19673086645
LVA	G-7	4282588333
LVA	GBR	1191145944
LVA	GRC	49980474
LVA	HUN	102787633
LVA	IDN	15460284
LVA	IND	45534150
LVA	IRL	91444715
LVA	ISL	45326788
LVA	ISR	75975037
LVA	ITA	337021681
LVA	JPN	89069017
LVA	KOR	73753078
LVA	LTU	4096733825
LVA	LUX	37607145
LVA	MEX	13214183
LVA	NLD	840090823
LVA	NOR	430509100
LVA	NZL	14933135
LVA	OECD	18371511084
LVA	POL	822499807
LVA	PRT	41164413
LVA	RUS	1255106379
LVA	SAU	143577423
LVA	SVK	75243089
LVA	SVN	29982506
LVA	SWE	1250594291
LVA	TUR	238251585
LVA	USA	644733455
LVA	WLD	22464697367
LVA	ZAF	63877875
MEX	ARG	1059300539
MEX	AUS	1101203156
MEX	AUT	142774016
MEX	BEL	1485674314
MEX	BRA	4276228120
MEX	CAN	15441810615
MEX	CHE	1336419969
MEX	CHL	1720658132
MEX	CHN	10804753271
MEX	COL	3607142991
MEX	CRI	1094047259
MEX	CZE	294429819
MEX	DEU	8245620439
MEX	DNK	160230469
MEX	ESP	1775610143
MEX	FIN	86133202
MEX	FRA	1246479135
MEX	G-7	485594040773
MEX	GBR	2875170530
MEX	GRC	50785512
MEX	HUN	322744121
MEX	IDN	106714257
MEX	IND	772733388
MEX	IRL	305518957
MEX	ISR	224360977
MEX	ITA	825963873
MEX	JPN	4353775459
MEX	KOR	3691121202
MEX	LUX	2761765
MEX	LVA	21761448
MEX	NLD	2040915531
MEX	NOR	67090310
MEX	NZL	158157268
MEX	POL	397275678
MEX	PRT	29521960
MEX	SAU	291998375
MEX	SVK	51298554
MEX	SVN	4930326
MEX	SWE	75954307
MEX	TUR	232668333
MEX	USA	452605220722
