from	to	amount
BRA	EST	58018189
BRA	FIN	624030059
BRA	FRA	4136896777
BRA	G-20	171945709167
BRA	G-7	58337921043
BRA	GBR	4518090177
BRA	GRC	159609514
BRA	HUN	145618010
BRA	IDN	2004343514
BRA	IND	5575574651
BRA	IRL	357704351
BRA	ISL	284400263
BRA	ISR	376001993
BRA	ITA	4579859769
BRA	JPN	7954950502
BRA	KOR	4490872047
BRA	LTU	50398351
BRA	LUX	72986421
BRA	LVA	16187703
BRA	MEX	4002461574
BRA	NLD	13385969129
BRA	NOR	865203979
BRA	NZL	62205285
BRA	OECD	105601776006
BRA	POL	389941782
BRA	PRT	1624614531
BRA	RUS	3139764566
BRA	SAU	3000113118
BRA	SVK	32443980
BRA	SVN	346224072
BRA	SWE	479736502
BRA	TUR	1206706408
BRA	USA	26795355394
BRA	WLD	239952538158
BRA	ZAF	1764251483
CAN	ARG	467295089
CAN	AUS	2008394462
CAN	AUT	394127599
CAN	BEL	1540859358
CAN	BRA	2744544741
CAN	CHE	1093527957
CAN	CHL	831462337
CAN	CHN	22440884541
CAN	COL	798567553
CAN	CRI	207955133
CAN	CZE	152098520
CAN	DEU	4396622046
CAN	DNK	390777013
CAN	ESP	1055662250
CAN	EST	23206973
CAN	FIN	473444901
CAN	FRA	3275720733
CAN	G-20	426273114220
CAN	G-7	367980129909
CAN	GBR	16839187311
CAN	GRC	105729959
CAN	HUN	226521086
CAN	IDN	1647244618
CAN	IND	2269905244
CAN	IRL	382023720
CAN	ISL	51512777
CAN	ISR	350363882
CAN	ITA	2051372396
CAN	JPN	10762626344
CAN	KOR	3895116481
CAN	LTU	75952824
CAN	LUX	156825074
CAN	LVA	50742571
CAN	MEX	6982879052
CAN	NLD	4557774056
CAN	NOR	2465837700
CAN	NZL	399285398
CAN	OECD	398886187302
CAN	POL	471522412
CAN	PRT	139516806
CAN	RUS	1589483099
CAN	SAU	1375585250
CAN	SVK	86259671
CAN	SVN	75636920
CAN	SWE	565231957
CAN	TUR	897240991
CAN	USA	330654601079
CAN	WLD	454454583198
CAN	ZAF	652717245
CHE	ARG	530987239
CHE	AUS	3270924108
CHE	AUT	8562450575
CHE	BEL	5325429127
CHE	BRA	2508539366
CHE	CAN	3677270696
CHE	CHL	287348849
CHE	CHN	9930932085
CHE	COL	435272805
CHE	CRI	73653132
CHE	CZE	1613812840
CHE	DEU	46753667399
CHE	DNK	1036200922
CHE	ESP	5894649721
CHE	EST	173548722
CHE	FIN	960162832
CHE	FRA	23381764147
CHE	G-20	258673581433
CHE	G-7	154908549549
CHE	GBR	30058561784
CHE	GRC	1014302862
CHE	HUN	1073234959
CHE	IDN	460401906
CHE	IND	30739656430
CHE	IRL	755220303
CHE	ISL	27507266
CHE	ISR	1074461260
CHE	ITA	17905573869
CHE	JPN	7639289826
CHE	KOR	2954806084
CHE	LTU	171710961
CHE	LUX	515432634
CHE	LVA	154242447
CHE	MEX	1459513311
CHE	NLD	5520718699
CHE	NOR	1116956076
CHE	NZL	272738646
CHE	OECD	208449800998
CHE	POL	2018920017
CHE	PRT	865220172
CHE	RUS	3152764358
CHE	SAU	3901616053
CHE	SVK	475621529
CHE	SVN	380138872
CHE	SWE	1705040521
CHE	TUR	4352011197
CHE	USA	25492421828
CHE	WLD	312236553622
CHE	ZAF	785288207
CHL	ARG	1060910626
CHL	AUS	1236069627
CHL	AUT	45823837
CHL	BEL	1225945105
CHL	BRA	4291728611
CHL	CAN	1279098952
CHL	CHE	1077263021
CHL	CHN	18078273449
CHL	COL	912488647
CHL	CRI	262973302
CHL	CZE	7764108
CHL	DEU	939904060
CHL	DNK	133953964
CHL	ESP	1604247868
CHL	EST	7222768
CHL	FIN	180132465
CHL	FRA	1218105134
CHL	G-7	24057847867
CHL	GBR	694943880
CHL	GRC	269141885
CHL	HUN	5277706
CHL	IDN	175032009
CHL	IND	2541179981
CHL	IRL	55604453
CHL	ISL	43024061
CHL	ISR	49912701
CHL	ITA	2007397947
CHL	JPN	8326662105
CHL	KOR	4525499004
CHL	LTU	14063024
CHL	LVA	7986751
CHL	MEX	1342367884
CHL	NLD	2694321699
CHL	NOR	45853582
CHL	NZL	38401846
CHL	POL	192227609
CHL	PRT	27719311
CHL	RUS	420507701
CHL	SAU	166597885
CHL	SVK	2698179
CHL	SWE	170269655
CHL	TUR	463076177
CHL	USA	9591735789
CHL	WLD	78283508361
CHL	ZAF	140160814
CZE	ARG	69760547
CZE	AUS	507723055
CZE	AUT	7208201978
CZE	BEL	3711909863
CZE	BRA	453745312
CZE	CAN	250867031
CZE	CHE	2598929414
CZE	CHL	74404054
CZE	CHN	1703026890
CZE	COL	37230886
CZE	CRI	6647405
CZE	DEU	48789886209
CZE	DNK	1178479208
CZE	ESP	3106222715
CZE	EST	243907124
CZE	FIN	750655503
CZE	FRA	7890137377
CZE	G-20	143829600904
CZE	G-7	74263923228
CZE	GBR	7542662083
CZE	GRC	282750000
CZE	HUN	3543399325
CZE	IDN	158148396
CZE	IND	653552625
CZE	IRL	378750797
CZE	ISL	36174181
CZE	ISR	747961346
CZE	ITA	5553237706
CZE	JPN	701926045
CZE	KOR	554920650
CZE	LTU	578962294
CZE	LUX	178353692
CZE	LVA	236841650
CZE	MEX	457235094
CZE	NLD	5032200995
CZE	NOR	817352522
CZE	NZL	55775815
CZE	OECD	135131911929
CZE	POL	9428723641
CZE	PRT	439217826
CZE	RUS	6162239440
CZE	SAU	335396838
CZE	SVK	13937347571
CZE	SVN	665974358
CZE	SWE	2372074747
CZE	TUR	1699660992
CZE	USA	3535206777
CZE	WLD	156599664379
CZE	ZAF	464292836
DEU	ARG	3505272051
DEU	AUS	12070406686
DEU	AUT	71587768310
DEU	BEL	55814994268
DEU	BRA	15153663516
DEU	CAN	11574815934
DEU	CHE	63466379958
DEU	CHL	3314380714
DEU	CHN	86059650040
DEU	COL	2126504926
DEU	CRI	233703655
DEU	CZE	38391120385
DEU	DNK	19078917041
DEU	ESP	39916120199
DEU	EST	2024400314
DEU	FIN	10333503383
DEU	FRA	131205513595
DEU	G-20	1195602000000
DEU	G-7	438961452325
DEU	GBR	90701596624
DEU	GRC	6086299635
DEU	HUN	20825810684
DEU	IDN	4141757152
DEU	IND	13450260238
DEU	IRL	5980212309
DEU	ISL	435145700
DEU	ISR	4782255510
DEU	ITA	71073730468
DEU	JPN	22220853787
DEU	KOR	17278537785
DEU	LTU	3047500071
DEU	LUX	6933813669
DEU	LVA	1840827141
DEU	MEX	11430728125
DEU	NLD	87393825398
DEU	NOR	11170505102
DEU	NZL	1296270162
DEU	OECD	1068536500000
DEU	POL	53536170879
DEU	PRT	7875628097
DEU	RUS	50127975481
DEU	SAU	10627495524
DEU	SVK	13284263084
DEU	SVN	4948827335
DEU	SWE	27136372853
DEU	TUR	25933864099
DEU	USA	112184941917
DEU	WLD	1410137200000
DEU	ZAF	11460652609
DNK	ARG	171105165
DNK	AUS	1104573957
DNK	AUT	706194078
DNK	BEL	1487363756
DNK	BRA	763685607
DNK	CAN	783587533
DNK	CHE	916417485
DNK	CHL	188611262
DNK	CHN	2914106495
DNK	COL	125351996
DNK	CRI	20948567
DNK	CZE	1075152509
DNK	DEU	16547650219
DNK	ESP	2134515232
DNK	EST	284067023
DNK	FIN	2542230571
DNK	FRA	3827369478
DNK	G-20	87427459069
DNK	G-7	43238420991
DNK	GBR	10148358877
DNK	GRC	495814517
DNK	HUN	600318359
DNK	IDN	166645098
DNK	IND	420950251
DNK	IRL	752556210
DNK	ISL	415041032
DNK	ISR	196832884
DNK	ITA	2848112049
DNK	JPN	2070886363
DNK	KOR	795153925
DNK	LTU	457158337
DNK	LUX	58059706
DNK	LVA	312464531
DNK	MEX	381033192
DNK	NLD	4795017700
DNK	NOR	6852205470
DNK	NZL	121546505
DNK	OECD	88003454025
DNK	POL	2597092883
DNK	PRT	358511243
DNK	RUS	1996399620
DNK	SAU	686887632
DNK	SVK	305004097
DNK	SVN	94688789
DNK	SWE	13890716208
DNK	TUR	700391010
DNK	USA	7012456472
DNK	WLD	106780945263
DNK	ZAF	304379090
ESP	ARG	1259281892
ESP	AUS	2831536922
ESP	AUT	2421840939
ESP	BEL	8054384080
ESP	BRA	3602697530
ESP	CAN	1652605219
ESP	CHE	5952198957
ESP	CHL	1416910663
ESP	CHN	4862197698
ESP	COL	799316283
ESP	CRI	173723831
ESP	CZE	1989093428
ESP	DEU	30706780345
ESP	DNK	1564058500
ESP	EST	164007820
ESP	FIN	805169732
ESP	FRA	47062274275
ESP	G-20	228810323820
ESP	G-7	133623139860
ESP	GBR	18326013946
ESP	GRC	1867124279
ESP	HUN	1717241658
ESP	IDN	498874757
ESP	IND	1618219013
ESP	IRL	907524686
ESP	ISL	45273520
ESP	ISR	1349241741
ESP	ITA	21601121127
ESP	JPN	2692167469
ESP	KOR	1387025209
ESP	LTU	343826063
ESP	LUX	205032442
ESP	LVA	207488044
ESP	MEX	4203069602
ESP	NLD	8986589602
ESP	NOR	1224656009
ESP	NZL	151320170
ESP	OECD	216936157816
ESP	POL	4502248029
ESP	PRT	20357715122
ESP	RUS	3789843782
ESP	SAU	2120337363
ESP	SVK	776573983
ESP	SVN	489031386
ESP	SWE	2335561175
ESP	TUR	6084234081
ESP	USA	11582177479
ESP	WLD	290712810483
ESP	ZAF	1360939123
EST	ARG	1414497
EST	AUS	29135847
EST	AUT	54404504
EST	BEL	299760727
EST	BRA	48195240
EST	CAN	100433638
EST	CHE	50701205
EST	CHL	4145839
EST	CHN	131404687
EST	COL	755319
EST	CZE	66903690
EST	DEU	713481801
EST	DNK	367547864
EST	ESP	177825858
EST	FIN	2348017239
EST	FRA	220778300
EST	G-20	14070939974
EST	G-7	2440623779
EST	GBR	338644738
EST	GRC	8143106
EST	HUN	27986583
EST	IDN	2986373
EST	IND	70419023
EST	IRL	22016026
EST	ISL	27686806
EST	ISR	16553187
EST	ITA	227714928
EST	JPN	85225000
EST	KOR	62187233
EST	LTU	868361566
EST	LUX	1301587
EST	LVA	1394049042
EST	MEX	142405860
EST	NLD	395939811
EST	NOR	543276394
EST	NZL	624732
EST	OECD	12408235553
EST	POL	226049306
EST	PRT	11112891
EST	RUS	1958858116
EST	SAU	29457657
EST	SVK	36258437
EST	SVN	10320981
EST	SWE	2567644792
EST	TUR	206495342
EST	USA	754345374
EST	WLD	16070173577
EST	ZAF	9140742
EU27	ARG	10853084662
EU27	AUS	42970835966
EU27	BRA	49539234926
EU27	CAN	39769627987
EU27	CHE	171037633461
EU27	CHL	10768727161
EU27	CHN	184527319180
EU27	COL	7028618704
EU27	CRI	934650728
EU27	IDN	12253723864
EU27	IND	48605432496
EU27	ISL	2358179811
EU27	ISR	21801652789
EU27	JPN	70464806560
EU27	KOR	48129141854
EU27	MEX	35355029506
EU27	NOR	63418797939
EU27	NZL	4560312429
EU27	RUS	157753797549
EU27	SAU	38148523396
EU27	TUR	96262601682
EU27	USA	372577063034
EU27	WLD	2179099000000
EU27	ZAF	32304097921
EU28	ARG	10853084662
EU28	AUS	42970835966
EU28	BRA	49539234926
EU28	CAN	39769627987
EU28	CHE	171037633461
EU28	CHL	10768727161
EU28	CHN	184527319180
EU28	COL	7028618704
EU28	CRI	934650728
EU28	IDN	12253723864
EU28	IND	48605432496
EU28	ISL	2358179811
EU28	ISR	21801652789
EU28	JPN	70464806560
EU28	KOR	48129141854
EU28	MEX	35355029506
EU28	NOR	63418797939
EU28	NZL	4560312429
EU28	RUS	157753797549
EU28	SAU	38148523396
EU28	TUR	96262601682
EU28	USA	372577063034
EU28	WLD	2179099800000
EU28	ZAF	32304097921
FIN	ARG	129014070
FIN	AUS	747924024
FIN	AUT	516177480
FIN	BEL	2045507929
FIN	BRA	867422501
FIN	CAN	690033089
FIN	CHE	648507144
FIN	CHL	366902822
FIN	CHN	3142607133
FIN	COL	92061901
FIN	CRI	9789818
FIN	CZE	316404915
FIN	DEU	6121003126
FIN	DNK	1130537237
FIN	ESP	932615402
FIN	EST	1920125296
FIN	FRA	2067200420
FIN	G-20	57458942421
FIN	G-7	19140010608
FIN	GBR	3354221264
FIN	GRC	140208113
FIN	HUN	444400324
FIN	IDN	242841871
FIN	IND	573044011
FIN	IRL	135415007
FIN	ISL	34394867
FIN	ISR	188582294
FIN	ITA	1603345439
FIN	JPN	1077587246
FIN	KOR	780293894
FIN	LTU	378216543
FIN	LUX	19010989
FIN	LVA	604230685
FIN	MEX	275168026
FIN	NLD	4416336339
FIN	NOR	2086288419
FIN	NZL	94764293
FIN	OECD	47644945432
FIN	POL	1620110257
FIN	PRT	139162237
FIN	RUS	7046420419
FIN	SAU	445106373
FIN	SVK	142114491
FIN	SVN	92568877
FIN	SWE	7354425254
FIN	TUR	832689947
FIN	USA	4226620024
FIN	WLD	72452741632
FIN	ZAF	610883649
FRA	ARG	1455633985
FRA	AUS	3851361927
FRA	AUT	4757118035
FRA	BEL	41949897365
FRA	BRA	5927221088
FRA	CAN	3715825554
FRA	CHE	17606010270
FRA	CHL	1028180234
FRA	CHN	19354473449
FRA	COL	1089884270
FRA	CRI	50818151
FRA	CZE	4212224721
FRA	DEU	92360796260
FRA	DNK	3280409933
FRA	ESP	38287134465
FRA	EST	433981934
FRA	FIN	2100289738
FRA	G-20	452725672702
FRA	G-7	219259057682
FRA	GBR	38098899293
FRA	GRC	2901142707
FRA	HUN	3629609150
FRA	IDN	1721676064
FRA	IND	4184777871
FRA	IRL	2916741074
FRA	ISL	81452073
FRA	ISR	1483244081
FRA	ITA	41595551545
FRA	JPN	9458135234
FRA	KOR	4720123100
FRA	LTU	648030512
FRA	LUX	2726546778
FRA	LVA	351493039
FRA	MEX	2775772143
FRA	NLD	23929394277
FRA	NOR	2146194729
FRA	NZL	437331447
FRA	OECD	419360935338
FRA	POL	8713253716
FRA	PRT	4740995022
FRA	RUS	11743817446
FRA	SAU	4127741746
FRA	SVK	2644332892
FRA	SVN	1138748771
FRA	SWE	6599964272
FRA	TUR	8870196830
FRA	USA	34029849796
FRA	WLD	570092538853
FRA	ZAF	2421018571
GBR	ARG	562257452
GBR	AUS	7022371819
GBR	AUT	1997428170
GBR	BEL	18491379669
GBR	BRA	4094419418
GBR	CAN	7690997147
GBR	CHE	16175216602
GBR	CHL	1026433096
GBR	CHN	15690699705
GBR	COL	480310688
GBR	CRI	77602245
GBR	CZE	2391484825
GBR	DEU	47808518117
GBR	DNK	3795234220
GBR	ESP	11385209400
GBR	EST	358908335
GBR	FIN	1968996605
GBR	FRA	30822078505
GBR	G-20	356438961330
GBR	G-7	168888840228
GBR	GRC	1183151332
GBR	HUN	1452540633
GBR	IDN	1003281295
GBR	IND	7236632747
GBR	IRL	24410955223
GBR	ISL	318328863
GBR	ISR	2361664467
GBR	ITA	11058024767
GBR	JPN	7264565536
GBR	KOR	7248434646
GBR	LTU	424240223
GBR	LUX	290099028
GBR	LVA	315245801
GBR	MEX	1699420322
GBR	NLD	32883493382
GBR	NOR	5771734352
GBR	NZL	904508131
GBR	OECD	333925223913
GBR	POL	4599511546
GBR	PRT	1811969735
GBR	RUS	8740134089
GBR	SAU	5174664259
GBR	SVK	682521497
GBR	SVN	276429363
GBR	SWE	7659335085
GBR	TUR	5572224382
GBR	USA	64244656156
GBR	WLD	456636941033
GBR	ZAF	4231933386
GRC	ARG	5328062
GRC	AUS	145029924
GRC	AUT	206425187
GRC	BEL	409576413
GRC	BRA	36777049
GRC	CAN	123564647
GRC	CHE	166874966
GRC	CHL	35703799
GRC	CHN	453410280
GRC	COL	7953052
GRC	CZE	158840540
GRC	DEU	2160167797
GRC	DNK	161012665
GRC	ESP	677066575
GRC	EST	9915005
GRC	FIN	184338430
GRC	FRA	844820126
GRC	G-20	21659300252
GRC	G-7	8066310609
GRC	GBR	1055369732
GRC	HUN	120226558
GRC	IDN	124735252
GRC	IND	75186793
GRC	IRL	28413199
GRC	ISL	1911462
GRC	ISR	654608478
GRC	ITA	2594295254
GRC	JPN	64370546
GRC	KOR	178236597
GRC	LTU	29737527
GRC	LUX	7918671
GRC	LVA	10671230
GRC	MEX	115646393
GRC	NLD	558617064
GRC	NOR	32110867
GRC	NZL	19898593
GRC	OECD	16407098994
GRC	POL	345931340
GRC	PRT	161628925
GRC	RUS	567908296
GRC	SAU	396036890
GRC	SVK	78731933
GRC	SVN	279953447
GRC	SWE	187237080
GRC	TUR	3366572465
GRC	USA	1223722507
GRC	WLD	31978058099
GRC	ZAF	46622162
HUN	ARG	44616220
HUN	AUS	196707763
HUN	AUT	5989655579
HUN	BEL	1487004622
HUN	BRA	335392214
HUN	CAN	296797274
HUN	CHE	954243751
HUN	CHL	32331444
HUN	CHN	1795416880
HUN	COL	21327168
HUN	CRI	2876103
HUN	CZE	3958063976
HUN	DEU	25698406014
HUN	DNK	747346634
HUN	ESP	2368450502
HUN	EST	193836093
HUN	FIN	252035237
HUN	FRA	4737083177
HUN	G-20	92664351534
HUN	G-7	42893469694
HUN	GBR	4256640202
HUN	GRC	340130628
HUN	IDN	24142963
HUN	IND	289820617
HUN	IRL	190585284
HUN	ISL	5375321
HUN	ISR	365978267
HUN	ITA	4782410749
HUN	JPN	577434032
HUN	KOR	242790476
HUN	LTU	247421959
HUN	LUX	100967606
HUN	LVA	181644810
HUN	MEX	484512929
HUN	NLD	2836620909
HUN	NOR	207804207
HUN	NZL	26596940
HUN	OECD	78520625431
HUN	POL	3933159746
HUN	PRT	306540887
HUN	RUS	3258425976
HUN	SAU	262857738
HUN	SVK	6099167876
HUN	SVN	1195116155
HUN	SWE	1093670482
HUN	TUR	1565192383
HUN	USA	2544698246
HUN	WLD	103815619583
HUN	ZAF	780686441
IND	ARG	499853360
IND	AUS	2660804164
IND	AUT	320154349
IND	BEL	5594518918
IND	BRA	6120062217
IND	CAN	2017365312
IND	CHE	1157973011
IND	CHL	645731575
IND	CHN	14879296070
IND	COL	926029096
IND	CRI	77542009
IND	CZE	257938911
IND	DEU	7247155685
IND	DNK	704940809
IND	ESP	2908235054
IND	EST	103128793
IND	FIN	313022566
IND	FRA	5074512397
IND	G-20	149813826319
IND	G-7	69728837363
IND	GBR	8258240065
IND	GRC	357015874
IND	HUN	326978191
IND	IDN	6063199502
IND	IRL	398193356
IND	ISL	26289285
IND	ISR	3808649523
IND	ITA	4301213464
IND	JPN	6688306989
IND	KOR	4137057415
IND	LTU	154003628
IND	LUX	8470361
IND	LVA	100670550
IND	MEX	1590316765
IND	NLD	10001054700
IND	NOR	240925589
IND	NZL	303054215
IND	OECD	112869287323
IND	POL	770995901
IND	PRT	489959600
IND	RUS	2125876031
IND	SAU	8612132138
IND	SVK	102718520
IND	SVN	272348755
IND	SWE	704425675
IND	TUR	3677302802
IND	USA	36142043451
IND	WLD	296262490173
IND	ZAF	4954542973
IRL	ARG	104163920
IRL	AUS	927448422
IRL	AUT	488969037
IRL	BEL	17498871082
IRL	BRA	329649691
IRL	CAN	1003046473
IRL	CHE	6513581264
IRL	CHL	79632788
IRL	CHN	2008596091
IRL	COL	43406271
IRL	CRI	19318517
IRL	CZE	428983794
IRL	DEU	9618578398
IRL	DNK	681005882
IRL	ESP	3999232223
IRL	EST	28274038
IRL	FIN	458968535
IRL	FRA	5653114587
IRL	G-20	104546690761
IRL	G-7	64100858748
IRL	GBR	17660473242
IRL	GRC	326502300
IRL	HUN	337514178
IRL	IDN	82991783
IRL	IND	368463899
IRL	ISL	30149266
IRL	ISR	712046864
IRL	ITA	3415953446
IRL	JPN	2674740704
IRL	KOR	457017135
IRL	LTU	70278365
IRL	LUX	79594127
IRL	LVA	93672249
IRL	MEX	873135705
IRL	NLD	4625053893
IRL	NOR	383708333
IRL	NZL	88513021
IRL	OECD	106921704362
IRL	POL	863156906
IRL	PRT	493266108
IRL	RUS	774000897
IRL	SAU	803107829
IRL	SVK	78958798
IRL	SVN	38947540
IRL	SWE	1415782849
IRL	TUR	685856124
IRL	USA	24074951898
IRL	WLD	120113880970
IRL	ZAF	364746937
ISL	AUS	6919521
ISL	AUT	11064377
ISL	BEL	80495992
ISL	BRA	9056019
ISL	CAN	28831240
ISL	CHE	87909025
ISL	CHL	8517353
ISL	CHN	61947109
ISL	CZE	1083379
ISL	DEU	669469840
ISL	DNK	126094334
ISL	ESP	181297103
ISL	EST	4514433
ISL	FIN	12088473
ISL	FRA	231452344
ISL	G-7	1888133581
ISL	GBR	511126889
ISL	GRC	11484749
ISL	HUN	1769954
ISL	IRL	10786710
ISL	ITA	107286334
ISL	JPN	104852703
ISL	KOR	14739807
ISL	LTU	90993607
ISL	LUX	140911
ISL	LVA	3209118
ISL	MEX	797516
ISL	NLD	1548931335
ISL	NOR	260234906
ISL	NZL	5643804
ISL	POL	77605954
ISL	PRT	74882060
ISL	RUS	157567062
ISL	SVK	7724125
ISL	SVN	597314
ISL	SWE	24128557
ISL	TUR	11487315
ISL	USA	235114231
ISL	WLD	5144093794
ISL	ZAF	7706104
ISR	ARG	127517000
ISR	AUS	604960000
ISR	AUT	127561000
ISR	BEL	2929435000
ISR	BRA	1138707000
ISR	CAN	767588000
ISR	CHE	1131111000
ISR	CHL	209526000
ISR	CHN	2757909000
ISR	COL	142547000
ISR	CRI	230878000
ISR	CZE	172393000
ISR	DEU	1637882000
ISR	DNK	87557000
ISR	ESP	1039170000
ISR	EST	16379000
ISR	FIN	146016000
ISR	FRA	1455214000
ISR	G-7	27003805000
ISR	GBR	3588521000
ISR	GRC	195450000
ISR	HUN	188777000
ISR	IDN	19843000
ISR	IND	2495169000
ISR	IRL	62727000
ISR	ISL	5704000
ISR	ITA	1163963000
ISR	JPN	831537000
ISR	KOR	704650000
ISR	LTU	46194000
ISR	LUX	15100000
ISR	LVA	55099000
ISR	MEX	466373000
ISR	NLD	2248530000
ISR	NOR	83739000
ISR	NZL	124556000
ISR	OECD	40182505000
ISR	POL	250308000
ISR	PRT	145353000
ISR	RUS	1053118000
ISR	SVK	22098000
ISR	SVN	149734000
ISR	SWE	155531000
ISR	TUR	1421244000
ISR	USA	17559100000
ISR	WLD	63136744000
ISR	ZAF	384570000
ITA	ARG	1298111339
ITA	AUS	4760108194
ITA	AUT	11037482023
ITA	BEL	13051251153
ITA	BRA	6386339360
ITA	CAN	3704922678
ITA	CHE	29480838146
ITA	CHL	1156947623
ITA	CHN	11534407665
ITA	COL	812355044
ITA	CRI	183275688
ITA	CZE	5296210289
ITA	DEU	62271048158
ITA	DNK	3123523079
ITA	ESP	23289567326
ITA	EST	517905495
ITA	FIN	1999966319
ITA	FRA	55050484871
ITA	G-20	385608679415
ITA	G-7	186479925928
ITA	GBR	24077894799
ITA	GRC	5226510733
ITA	HUN	4356869625
ITA	IDN	1574770304
ITA	IND	4164053196
ITA	IRL	1220722958
ITA	ISL	98278483
ITA	ISR	2648427865
ITA	JPN	7219232906
ITA	KOR	4413760517
ITA	LTU	1015608101
ITA	LUX	627896206
ITA	LVA	546013587
ITA	MEX	4778479023
ITA	NLD	11823924401
ITA	NOR	1974475065
ITA	NZL	480404003
ITA	OECD	362452356973
ITA	POL	11701326749
ITA	PRT	3834337457
ITA	RUS	12821087560
ITA	SAU	5138065950
ITA	SVK	2989287835
ITA	SVN	5262867861
ITA	SWE	4825298701
ITA	TUR	13438511496
ITA	USA	34156342516
ITA	WLD	500767455748
ITA	ZAF	2247555430
JPN	ARG	1136376887
JPN	AUS	18414077943
JPN	AUT	953346404
JPN	BEL	6273151893
JPN	BRA	5930049866
JPN	CAN	10268570510
JPN	CHE	4375612457
JPN	CHL	1993536872
JPN	CHN	144225712093
JPN	COL	1501729368
JPN	CRI	955396177
JPN	CZE	1613384661
JPN	DEU	20799064190
JPN	DNK	403405299
JPN	ESP	2440896047
JPN	EST	202049714
JPN	FIN	669709224
JPN	FRA	6700259641
JPN	G-20	533680210360
JPN	G-7	196787736820
